Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	Vu [m3]	Vb [m3]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_u[kg]	m_v[kg]	 cv_u[J/kg]	 cp_u [J/kg]	 kappa_u [-]	 U_u [J]	 cv_b[J/kg]	 cp_b [J/kg]	 kappa_b [-]	 U_b [J]	Zu_O2 [kg]	Zu_CO2 [kg]	Zu_H2O [kg]	Zu_N2 [kg]	Zu_H [kg]	Zu_O [kg]	Zu_N [kg]	Zu_H2 [kg]	Zu_OH [kg]	Zu_CO [kg]	Zu_NO [kg]	Zu_Diesel [kg]	Zb_O2 [kg]	Zb_CO2 [kg]	Zb_H2O [kg]	Zb_N2 [kg]	Zb_H [kg]	Zb_O [kg]	Zb_N [kg]	Zb_H2 [kg]	Zb_OH [kg]	Zb_CO [kg]	Zb_NO [kg]	Zb_Diesel [kg]	
-71	0.002107472	2.33E-04	1	4.28E-52	556.0614792	1	556.0614792	1682.006189	4.3234	4.323269545	1716.042033	0.190342679	1.11907406	0	0	0	287.0542092	0.031839935	0.351312393	0	0.001221037	916.4949278	31.28724496	31.28724496	0	158.0159168	4.325150095	0.013101333	287.0539968	0.021910289	6.30E-04	6.30E-04	1.00E-55	780.178836	1068.213748	1.369190881	-354.5304766	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-70.5	0.002162932	2.31E-04	1	4.33E-52	558.2055669	1	558.2055669	1683.747003	4.382	4.381866024	1773.614381	0.19672858	1.21743835	0	0	0	295.6189443	0.032789932	0.367707359	0	0.001328363	916.4949278	31.28724496	31.28724496	0	159.4114925	4.382577305	0.013558835	295.6187245	0.021802664	6.30E-04	6.30E-04	1.00E-55	780.697525	1068.732437	1.368945594	-353.4762753	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-70	0.002218392	2.29E-04	1	4.37E-52	560.3113465	1	560.3113465	1685.457481	4.4414	4.44126193	1233.739054	0.13684583	1.285861265	0	0	0	304.1120155	0.03373198	0.38457335	0	0.001403021	916.4949278	31.28724496	31.28724496	0	160.8225258	4.441280612	0.014017508	304.1117899	0.02169514	6.30E-04	6.30E-04	1.00E-55	781.2084324	1069.243344	1.368704305	-352.4402263	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-69.5	0.002273852	2.27E-04	1	4.41E-52	562.3641932	1	562.3641932	1687.125716	4.5015	4.501357827	562.457845	0.062387594	1.317055061	0	0	0	312.4768797	0.034659807	0.401903253	0	0.001437057	916.4949278	31.28724496	31.28724496	0	162.2470232	4.50129446	0.014474737	312.4766485	0.021587725	6.30E-04	6.30E-04	1.00E-55	781.7078894	1069.742801	1.368468728	-351.4295671	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-69	0.002329311	2.24E-04	1	4.45E-52	564.449003	1	564.449003	1688.82059	4.563	4.562854535	642.7702097	0.071295808	1.352702965	0	0	0	321.0347231	0.03560904	0.419707773	0	0.001475952	916.4949278	31.28724496	31.28724496	0	163.6977272	4.562654378	0.014945439	321.0344838	0.021480431	6.30E-04	6.30E-04	1.00E-55	782.2165046	1070.251416	1.368229141	-350.4025097	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-68.5	0.002384771	2.22E-04	1	4.50E-52	566.5613237	1	566.5613237	1690.538519	4.6259	4.625751122	681.0302918	0.075539601	1.390472766	0	0	0	329.7719986	0.036578175	0.437996861	0	0.001517164	916.4949278	31.28724496	31.28724496	0	165.174487	4.625397016	0.015429167	329.7717511	0.021373269	6.30E-04	6.30E-04	1.00E-55	782.7332258	1070.768138	1.367986055	-349.3612172	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-68	0.002440231	2.20E-04	1	4.54E-52	568.6847296	1	568.6847296	1692.266185	4.6901	4.689947503	570.8761305	0.063321346	1.422133439	0	0	0	338.6286973	0.037560556	0.456777139	0	0.001551709	916.4949278	31.28724496	31.28724496	0	166.6753029	4.689560184	0.01592328	338.6284418	0.021266249	6.30E-04	6.30E-04	1.00E-55	783.2540466	1071.288958	1.367741364	-348.3137661	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-67.5	0.002495691	2.18E-04	1	4.59E-52	570.7682764	1	570.7682764	1693.962185	4.7554	4.75505156	5.55	6.16E-04	1.422441241	0	0	0	347.4094781	0.038534517	0.476044397	0	0.001552045	916.4949278	31.28724496	31.28724496	0	168.192729	4.755182894	0.016418684	347.4092158	0.021159382	6.30E-04	6.30E-04	1.00E-55	783.7664178	1071.80133	1.367500961	-347.2852989	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-67	0.002551151	2.16E-04	1	4.64E-52	572.8757202	1	572.8757202	1695.67833	4.822	4.821620047	5.55	6.16E-04	1.422749043	0	0	0	356.3617653	0.039527501	0.495808148	0	0.001552381	916.4949278	31.28724496	31.28724496	0	169.7368851	4.8223054	0.016927133	356.3614942	0.021052679	6.30E-04	6.30E-04	1.00E-55	784.2859768	1072.320889	1.367257506	-346.2443508	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-66.5	0.00260661	2.13E-04	1	4.69E-52	575.0949146	1	575.0949146	1697.486122	4.8906	4.89043733	784.9582642	0.087067249	1.466282667	0	0	0	365.8337253	0.040578127	0.516097211	0	0.001599881	916.4949278	31.28724496	31.28724496	0	171.3221979	4.890969243	0.017465427	365.8334423	0.02094615	6.30E-04	6.30E-04	1.00E-55	784.8344829	1072.869395	1.367000837	-345.1474581	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-66	0.00266207	2.11E-04	1	4.74E-52	577.4222521	1	577.4222521	1699.382739	4.9617	4.961534226	1528.68788	0.169561433	1.551063383	0	0	0	375.8210918	0.041685921	0.536940172	0	0.001692386	916.4949278	31.28724496	31.28724496	0	172.9491339	4.961217292	0.018033796	375.8207965	0.020839806	6.30E-04	6.30E-04	1.00E-55	785.4112249	1073.446137	1.366731341	-343.9962881	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-65.5	0.00271753	2.09E-04	1	4.79E-52	579.7836286	1	579.7836286	1701.307953	5.0345	5.034330155	1608.385632	0.178401475	1.640264121	0	0	0	386.0391868	0.042819308	0.558349826	0	0.001789714	916.4949278	31.28724496	31.28724496	0	174.6067132	5.033093797	0.018618947	386.0388811	0.020733658	6.30E-04	6.30E-04	1.00E-55	785.9979431	1074.032855	1.36645759	-342.827416	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-65	0.00277299	2.07E-04	1	4.84E-52	582.0600074	1	582.0600074	1703.164833	5.108	5.107824959	623.5311621	0.069161821	1.674845031	0	0	0	396.0157092	0.0439259	0.580312776	0	0.001827446	916.4949278	31.28724496	31.28724496	0	176.2759764	5.106644431	0.019198218	396.0153967	0.020627717	6.30E-04	6.30E-04	1.00E-55	786.5649778	1074.59989	1.36619341	-341.69979	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-64.5	0.00282845	2.05E-04	1	4.89E-52	584.2926491	1	584.2926491	1704.986915	5.1824	5.182396785	5.55	6.16E-04	1.675152833	0	0	0	405.9120969	0.045023603	0.602824578	0	0.001827782	916.4949278	31.28724496	31.28724496	0	177.9636761	5.181916341	0.019779354	405.9117761	0.020521993	6.30E-04	6.30E-04	1.00E-55	787.1224547	1075.157366	1.365934055	-340.5930387	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-64	0.002883909	2.02E-04	1	4.94E-52	586.5509464	1	586.5509464	1706.830734	5.2586	5.258691927	5.55	6.16E-04	1.675460635	0	0	0	416.0083329	0.046143474	0.625896314	0	0.001828118	916.4949278	31.28724496	31.28724496	0	179.6816575	5.258958203	0.02037607	416.0080011	0.020416498	6.30E-04	6.30E-04	1.00E-55	787.6876527	1075.722564	1.365671483	-339.472771	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-63.5	0.002939369	2.00E-04	1	4.99E-52	588.8352006	1	588.8352006	1708.696565	5.3372	5.336758181	5.55	6.16E-04	1.675768437	0	0	0	426.3095744	0.047286083	0.649539356	0	0.001828454	916.4949278	31.28724496	31.28724496	0	181.4305543	5.337820272	0.02098883	426.3092312	0.020311243	6.30E-04	6.30E-04	1.00E-55	788.2606603	1076.295572	1.365405666	-338.338808	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-63	0.002994829	1.98E-04	1	5.05E-52	591.2947309	1	591.2947309	1710.706286	5.4182	5.418010272	1338.535167	0.148469772	1.750003323	0	0	0	437.4345336	0.048520059	0.673799386	0	0.001909452	916.4949278	31.28724496	31.28724496	0	183.2368758	5.418554436	0.021648471	437.4341732	0.020206238	6.30E-04	6.30E-04	1.00E-55	788.8790753	1076.913987	1.365119219	-337.1169103	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-62.5	0.003050289	1.96E-04	1	5.11E-52	593.7745433	1	593.7745433	1712.733552	5.5013	5.50110571	1279.533204	0.141925298	1.820965972	0	0	0	448.7580259	0.049776056	0.698687414	0	0.001986881	916.4949278	31.28724496	31.28724496	0	185.07503	5.501214277	0.022324591	448.7576533	0.020101495	6.30E-04	6.30E-04	1.00E-55	789.5040602	1077.538972	1.364830184	-335.8839651	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-62	0.003105749	1.94E-04	1	5.16E-52	596.2327608	1	596.2327608	1714.744183	5.5859	5.585700692	842.590528	0.093459796	1.86769587	0	0	0	460.1091793	0.051035121	0.724204974	0	0.002037868	916.4949278	31.28724496	31.28724496	0	186.9381497	5.585855126	0.023008864	460.1087956	0.019997024	6.30E-04	6.30E-04	1.00E-55	790.1250187	1078.15993	1.364543465	-334.660792	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-61.5	0.003161208	1.92E-04	1	5.22E-52	598.6972622	1	598.6972622	1716.760937	5.6723	5.67209603	653.3268399	0.072466745	1.903929242	0	0	0	471.6055783	0.052310297	0.750360123	0	0.002077403	916.4949278	31.28724496	31.28724496	0	188.8315749	5.672534128	0.023707287	471.6051822	0.019892836	6.30E-04	6.30E-04	1.00E-55	790.748939	1078.783851	1.364255831	-333.4335257	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-61	0.003216668	1.89E-04	1	5.28E-52	601.215368	1	601.215368	1718.822511	5.761	5.760791831	886.0783388	0.098283446	1.953070965	0	0	0	483.4507201	0.053624156	0.777172201	0	0.002131022	916.4949278	31.28724496	31.28724496	0	190.7644953	5.761310301	0.024430325	483.4503091	0.019788943	6.30E-04	6.30E-04	1.00E-55	791.387809	1079.422721	1.363961775	-332.1785639	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-60.5	0.003272128	1.87E-04	1	5.34E-52	603.7907654	1	603.7907654	1720.931983	5.8521	5.851887489	1148.776094	0.127421773	2.016781852	0	0	0	495.6678739	0.054979277	0.80466184	0	0.002200538	916.4949278	31.28724496	31.28724496	0	192.7384842	5.852244603	0.025179503	495.6674473	0.019685355	6.30E-04	6.30E-04	1.00E-55	792.0426115	1080.077523	1.363660878	-330.8939999	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-60	0.003327588	1.85E-04	1	5.40E-52	606.3961945	1	606.3961945	1723.067115	5.9454	5.945182679	1163.229266	0.129024913	2.081294309	0	0	0	508.1478006	0.056363546	0.832843612	0	0.002270928	916.4949278	31.28724496	31.28724496	0	194.7493324	5.9454	0.025949607	508.147359	0.019582083	6.30E-04	6.30E-04	1.00E-55	792.7064404	1080.741352	1.363356341	-329.5933744	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-59.5	0.003383047	1.83E-04	1	5.47E-52	608.9651111	1	608.9651111	1725.173456	6.0403	6.040077092	576.1250623	0.063903556	2.113246087	0	0	0	520.6072814	0.057745546	0.861716385	0	0.002305791	916.4949278	31.28724496	31.28724496	0	196.7850176	6.040841533	0.026726379	520.6068273	0.019479138	6.30E-04	6.30E-04	1.00E-55	793.3622897	1081.397201	1.363055965	-328.309908	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-59	0.003438507	1.81E-04	1	5.53E-52	611.5436695	1	611.5436695	1727.288775	6.1373	6.137072147	402.3328332	0.044626593	2.135559383	0	0	0	533.2470964	0.059147549	0.89129016	0	0.002330138	916.4949278	31.28724496	31.28724496	0	198.8546951	6.13863639	0.027520231	533.2466272	0.019376532	6.30E-04	6.30E-04	1.00E-55	794.0218758	1082.056788	1.362754378	-327.0205559	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-58.5	0.003493967	1.79E-04	1	5.60E-52	614.1361736	1	614.1361736	1729.41661	6.2365	6.23626724	264.584842	0.029347642	2.150233204	0	0	0	546.0898434	0.060572062	0.921576191	0	0.002346149	916.4949278	31.28724496	31.28724496	0	200.959781	6.238853985	0.028332551	546.0893585	0.019274275	6.30E-04	6.30E-04	1.00E-55	794.686271	1082.721183	1.362451098	-325.7231493	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-58	0.003549427	1.77E-04	1	5.66E-52	616.7661042	1	616.7661042	1731.576232	6.3382	6.337962569	335.7851785	0.037245154	2.168855781	0	0	0	559.2440765	0.062031124	0.952591753	0	0.002366468	916.4949278	31.28724496	31.28724496	0	203.1055944	6.341566025	0.029169234	559.2435742	0.019172378	6.30E-04	6.30E-04	1.00E-55	795.3614826	1083.396394	1.3621434	-324.4059031	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-57.5	0.003604887	1.74E-04	1	5.73E-52	619.4556233	1	619.4556233	1733.785867	6.4427	6.442458029	603.9248944	0.066987102	2.202349332	0	0	0	572.8159988	0.063536516	0.984360011	0	0.002403013	916.4949278	31.28724496	31.28724496	0	205.2974854	6.446846595	0.030036177	572.8154773	0.019070852	6.30E-04	6.30E-04	1.00E-55	796.0532189	1084.088131	1.361828713	-323.0576529	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-57	0.003660346	1.72E-04	1	5.80E-52	622.1970914	1	622.1970914	1736.03932	6.55	6.549753194	799.703768	0.088702814	2.246700739	0	0	0	586.7806451	0.065085469	1.016902745	0	0.002451406	916.4949278	31.28724496	31.28724496	0	207.5349366	6.554772238	0.030932479	586.7801041	0.018969709	6.30E-04	6.30E-04	1.00E-55	796.7595394	1084.794451	1.361507955	-321.6821534	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-56.5	0.003715806	1.70E-04	1	5.87E-52	624.964251	1	624.964251	1738.315092	6.6599	6.659647882	754.8021612	0.083722346	2.288561912	0	0	0	601.0272675	0.066665698	1.050235594	0	0.002497081	916.4949278	31.28724496	31.28724496	0	209.8134409	6.665422036	0.03185267	601.0267076	0.018868958	6.30E-04	6.30E-04	1.00E-55	797.4736768	1085.508589	1.361184225	-320.2925253	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-56	0.003771266	1.68E-04	1	5.94E-52	627.7319206	1	627.7319206	1740.592528	6.7722	6.771942206	479.0257953	0.053133345	2.315128585	0	0	0	615.446142	0.068265034	1.084368111	0	0.002526068	916.4949278	31.28724496	31.28724496	0	212.128386	6.778877697	0.032791213	615.4455639	0.018768612	6.30E-04	6.30E-04	1.00E-55	798.1890943	1086.224006	1.360860495	-318.9013948	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-55.5	0.003826726	1.66E-04	1	6.02E-52	630.5309502	1	630.5309502	1742.896987	6.8873	6.887036931	479.9576536	0.053236706	2.341746938	0	0	0	630.1837056	0.069899718	1.11931797	0	0.002555112	916.4949278	31.28724496	31.28724496	0	214.4869911	6.895223641	0.033756166	630.1831069	0.018668681	6.30E-04	6.30E-04	1.00E-55	798.9137302	1086.948642	1.360533185	-317.4932319	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-55	0.003882186	1.64E-04	1	6.09E-52	633.3994593	1	633.3994593	1745.259864	7.0057	7.005432017	823.3982289	0.091330994	2.387412435	0	0	0	645.4256486	0.071590348	1.155113144	0	0.002604938	916.4949278	31.28724496	31.28724496	0	216.8985223	7.014547094	0.034757871	645.4250264	0.018569176	6.30E-04	6.30E-04	1.00E-55	799.657455	1087.692367	1.36019787	-316.0487879	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-54.5	0.003937645	1.62E-04	1	6.17E-52	636.4002383	1	636.4002383	1747.732921	7.1282	7.127927573	1733.121108	0.192237083	2.483530976	0	0	0	661.4811813	0.073371221	1.191798755	0	0.002709814	916.4949278	31.28724496	31.28724496	0	219.3783702	7.136938176	0.035813571	661.4805311	0.018470108	6.30E-04	6.30E-04	1.00E-55	800.4366018	1088.471514	1.359847252	-314.5362995	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-54	0.003993105	1.60E-04	1	6.25E-52	639.4690398	1	639.4690398	1750.263436	7.2542	7.253921784	2055.141811	0.227955487	2.597508719	0	0	0	678.0648497	0.075210675	1.229404092	0	0.002834177	916.4949278	31.28724496	31.28724496	0	221.913896	7.262489998	0.036908506	678.064174	0.018371488	6.30E-04	6.30E-04	1.00E-55	801.2345332	1089.269445	1.359488888	-312.9880012	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-53.5	0.004048565	1.58E-04	1	6.33E-52	642.5446911	1	642.5446911	1752.801104	7.3831	7.382814978	1817.487754	0.201594996	2.698306218	0	0	0	694.8949864	0.077077467	1.267942826	0	0.002944158	916.4949278	31.28724496	31.28724496	0	224.4922393	7.391298759	0.038027794	694.8942877	0.018273327	6.30E-04	6.30E-04	1.00E-55	802.0353119	1090.070224	1.359129963	-311.4346979	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-53	0.004104025	1.56E-04	1	6.41E-52	645.5946699	1	645.5946699	1755.319125	7.5146	7.514307765	1280.975781	0.142085308	2.769348872	0	0	0	711.8182092	0.078954584	1.307420118	0	0.003021674	916.4949278	31.28724496	31.28724496	0	227.106358	7.523463845	0.039163281	711.8174888	0.018175635	6.30E-04	6.30E-04	1.00E-55	802.830389	1090.865301	1.358774301	-309.8928269	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-52.5	0.004159485	1.54E-04	1	6.50E-52	648.5963924	1	648.5963924	1757.798834	7.6485	7.648200409	536.2299106	0.059478402	2.799088073	0	0	0	728.7237811	0.080829743	1.347834989	0	0.003054123	916.4949278	31.28724496	31.28724496	0	229.7510502	7.65908793	0.040308993	728.7230398	0.018078423	6.30E-04	6.30E-04	1.00E-55	803.613773	1091.648685	1.358424558	-308.3738587	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-52	0.004214944	1.52E-04	1	6.58E-52	651.6204653	1	651.6204653	1760.298435	7.7857	7.785394253	433.1444773	0.048044208	2.823110177	0	0	0	745.9592355	0.082741493	1.389205735	0	0.003080334	916.4949278	31.28724496	31.28724496	0	232.4435312	7.798277081	0.041484305	745.9584681	0.017981703	6.30E-04	6.30E-04	1.00E-55	804.4038114	1092.438723	1.358072535	-306.8420815	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-51.5	0.004270404	1.50E-04	1	6.67E-52	654.7004581	1	654.7004581	1762.845674	7.9267	7.9263885	633.5323504	0.070271149	2.858245751	0	0	0	763.7001697	0.08470931	1.43156039	0	0.003118671	916.4949278	31.28724496	31.28724496	0	235.1929807	7.941140859	0.042699393	763.699373	0.017885485	6.30E-04	6.30E-04	1.00E-55	805.2092366	1093.244148	1.357714366	-305.2804314	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
